CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,Village,Taluk
728,CR/1981/2937,CS/2014/8062,2024-07-22,5,24,3,3,13,22,5,4,2024-07-20 16:13:09,2024-07-20 21:13:09,2024-07-22 16:13:09,15.137212462345245,76.92422287489296,Hic tempora velit quasi tenetur qui. Debitis excepturi suscipit architecto recusandae.,Honnavar,Pandavapura
729,CR/1982/6633,CS/1994/5401,2026-02-07,1,14,3,1,2,43,3,2,2026-02-06 17:34:50,2026-02-06 19:34:50,2026-02-07 04:34:50,15.823699830195702,74.52130263427495,Vel recusandae fugiat blanditiis fuga fugiat. Dignissimos voluptatibus debitis dolores consequuntur exercitationem in. Quas blanditiis vel dolor atque neque delectus dolorum.,Yelwala,Mandya
730,CR/2018/2613,CS/1970/6527,2025-01-27,26,21,1,3,4,67,4,6,2025-01-25 23:32:53,2025-01-26 03:32:53,2025-01-27 22:32:53,13.3412907,77.115525,Culpa molestiae perferendis sit. Occaecati autem minima delectus nostrum expedita illum. Itaque quo adipisci adipisci ex alias.,Shahabad,Moodabidri
731,CR/1970/4062,CS/1997/2790,2025-02-05,43,24,1,3,13,15,2,4,2025-02-04 13:32:11,2025-02-04 17:32:11,2025-02-05 07:32:11,15.142954340105176,76.91731818379138,"Voluptatum et quos molestias quibusdam labore. Ullam error earum quam.
Minima consectetur veritatis non facilis. Ratione totam hic. Occaecati dolor cumque qui.",Kushtagi,Maddur
732,CR/2018/9073,CS/1997/8037,2025-07-17,23,9,2,2,10,60,6,8,2025-07-16 22:46:20,2025-07-17 02:46:20,2025-07-17 05:46:20,12.9269885,77.5456629,Id repellat cupiditate sequi nam occaecati. Praesentium iusto voluptatibus beatae enim veniam asperiores.,Sedam,Sullia
733,CR/1991/3739,CS/2010/5776,2026-04-01,32,13,1,1,1,43,2,3,2026-04-01 04:16:58,2026-04-01 07:16:58,2026-04-01 22:16:58,12.319252398990587,76.65461921857634,Dolor tenetur ipsam dolorem fuga. Consectetur deleniti libero explicabo odio. Aperiam ipsa ipsa architecto assumenda.,Kumta,Doddaballapura
734,CR/2011/1632,CS/1978/6263,2026-02-16,41,5,2,2,4,18,3,3,2026-02-15 22:50:09,2026-02-15 23:50:09,2026-02-16 04:50:09,12.8441903,77.6558904,Temporibus atque nostrum necessitatibus sint libero. Deserunt minus quos corrupti. Praesentium maxime vel repudiandae error ratione sit.,Halebidu,Yelahanka
735,CR/1995/3605,CS/1993/8815,2024-05-30,9,9,2,2,4,7,1,7,2024-05-28 18:32:59,2024-05-28 20:32:59,2024-05-30 05:32:59,12.9281208,77.5470671,"Nulla aperiam maiores sit dolores libero aliquid. Veritatis qui quas similique vel fuga ex.
Tenetur ab dolorum. Minus deleniti repellendus consequatur.",Kudupu,Sira
736,CR/2025/1574,CS/2009/8750,2024-07-15,8,4,2,2,11,57,4,8,2024-07-15 01:03:35,2024-07-15 03:03:35,2024-07-15 18:03:35,12.96592773291743,77.75099044531778,Quaerat nesciunt in suscipit. Quo quisquam nesciunt perferendis cumque perferendis dolorum. Ipsum laudantium soluta illum minima.,Srirangapatna,Gokak
737,CR/2003/9895,CS/1979/8293,2023-09-15,38,23,1,3,8,26,1,9,2023-09-14 09:45:36,2023-09-14 11:45:36,2023-09-15 01:45:36,16.204090489975865,77.34704653509986,Odio perspiciatis libero aperiam dolorum. Ipsa veniam in incidunt. Illum illum cum quas totam voluptatibus accusamus.,Basavakalyan,Hunsur
738,CR/1970/2977,CS/2006/4823,2023-12-18,16,4,2,3,12,13,1,10,2023-12-17 09:56:45,2023-12-17 12:56:45,2023-12-18 15:56:45,12.965930965376774,77.74850223992381,"Blanditiis alias tempore. Mollitia fugiat quae suscipit quae ipsa repellat harum. Sit fugiat ea quidem neque corrupti explicabo.
Praesentium officiis provident ullam. Quibusdam ex nisi.",Sindhanur,Sagara
739,CR/1984/3865,CS/2018/5521,2024-11-30,9,15,1,2,13,51,4,9,2024-11-28 15:22:22,2024-11-28 16:22:22,2024-11-30 00:22:22,15.8554024,74.5093083,"Eligendi a quibusdam eos. Perferendis aspernatur quos minus similique dolorem. Dolor dolores minima facilis.
Labore mollitia debitis. Veniam vitae amet alias minus.",Srirangapatna,Anekal
740,CR/2020/5205,CS/2012/3908,2026-01-07,8,9,1,2,2,41,4,10,2026-01-06 18:50:31,2026-01-06 21:50:31,2026-01-07 09:50:31,12.9224922,77.549904,Doloremque deserunt quo ipsum sed repellat occaecati. Nisi quam inventore excepturi. Quaerat recusandae sit quo quae. Quos rem dolore ipsa nulla.,Mudhol,Nagamangala
741,CR/2019/7050,CS/2004/2103,2026-03-16,6,16,3,1,9,70,4,2,2026-03-15 04:07:43,2026-03-15 05:07:43,2026-03-16 04:07:43,15.362677044026578,75.12098729715399,Quae impedit incidunt aliquam fugiat neque. Molestias itaque tempore ad. Labore minima repellendus perspiciatis harum maiores.,Shahabad,Hunsur
742,CR/2021/2854,CS/1987/8470,2025-11-11,1,10,3,2,2,35,3,6,2025-11-11 16:59:02,2025-11-11 21:59:02,2025-11-11 17:59:02,12.940758,77.5753252,"Voluptas quo veniam pariatur voluptatibus accusantium enim. Totam officia aperiam corporis est commodi.
Eos ipsum cupiditate quisquam veniam voluptatibus.",Kushalnagar,Puttur
743,CR/1999/1685,CS/2019/5903,2025-02-09,43,15,3,3,1,29,6,7,2025-02-08 01:17:11,2025-02-08 04:17:11,2025-02-09 23:17:11,15.8542998,74.5090552,"Odit quaerat ratione. Quas minima aliquid nihil qui. Ab ullam quam dolorem harum aperiam officia.
Assumenda libero esse dicta autem minus. Optio repellat distinctio tempora.",Kudupu,Bhadravati
744,CR/2020/3582,CS/1982/2374,2023-12-10,47,22,2,2,1,33,4,10,2023-12-09 19:53:08,2023-12-09 23:53:08,2023-12-10 09:53:08,13.9360976,75.5596562,Ullam voluptatem dolor soluta aperiam accusamus. Cum ducimus beatae qui ipsam earum error. Maiores incidunt excepturi distinctio voluptate.,Murudeshwar,Hosakote
745,CR/2006/9784,CS/2026/7392,2025-12-24,46,20,3,2,1,23,4,8,2025-12-23 09:52:16,2025-12-23 10:52:16,2025-12-24 13:52:16,13.337643951227491,74.7388114803482,"Nam repellendus debitis ea aliquid. Ipsum quibusdam maxime quidem. Beatae architecto ipsa aliquid.
Id possimus magnam voluptatem repellendus. Necessitatibus fuga impedit architecto.",Srirangapatna,Sira
746,CR/1996/1011,CS/1973/8580,2024-04-14,26,2,1,3,12,24,6,1,2024-04-13 15:24:29,2024-04-13 16:24:29,2024-04-14 21:24:29,12.9681161,77.6067622,Sequi corporis ducimus voluptatem dolorem necessitatibus unde. Reprehenderit esse magnam velit saepe. Nam non sapiente expedita dolore reprehenderit.,Sedam,Bantwal
747,CR/2022/1004,CS/1998/9353,2023-08-23,20,17,3,1,14,12,2,10,2023-08-23 02:34:07,2023-08-23 06:34:07,2023-08-23 12:34:07,15.460017,75.0030479,Sapiente corporis exercitationem porro porro fuga commodi. In hic voluptate veritatis sint cum fuga.,Mudhol,Puttur
748,CR/2007/5156,CS/2017/4372,2026-02-15,40,15,2,1,10,70,1,9,2026-02-13 18:19:29,2026-02-13 20:19:29,2026-02-15 00:19:29,15.8479703,74.5069398,Blanditiis officiis aut facere enim eius. Esse eaque amet consectetur alias assumenda quas. Maxime eaque voluptatum qui aut.,Kudupu,Saundatti
749,CR/1985/9428,CS/1989/5653,2026-05-26,32,11,1,1,5,4,5,6,2026-05-25 14:32:48,2026-05-25 19:32:48,2026-05-26 15:32:48,12.977363623623043,77.58949872267661,Laboriosam soluta dolor nostrum non magni. Et temporibus quibusdam. Quos est ab asperiores.,Gangavathi,Bailhongal
750,CR/2016/8580,CS/1996/5961,2024-12-01,34,9,3,2,2,58,2,6,2024-11-29 09:13:20,2024-11-29 11:13:20,2024-12-01 06:13:20,12.9260536,77.5461024,"Rem soluta commodi modi. Delectus nemo quae consectetur quibusdam nam et.
Sequi possimus deleniti veniam voluptas.",Hungund,Moodabidri
751,CR/1974/8178,CS/1995/1709,2025-11-21,9,14,1,3,9,4,3,5,2025-11-19 08:46:20,2025-11-19 13:46:20,2025-11-21 07:46:20,15.825736313013548,74.5241401129297,Ut possimus nihil ea. Eaque eaque et neque sed sequi. Veritatis provident mollitia velit ut beatae aliquam numquam.,Kushtagi,Tirthahalli
752,CR/2010/1959,CS/1987/9333,2025-08-06,6,7,2,3,14,64,1,2,2025-08-05 06:07:48,2025-08-05 08:07:48,2025-08-06 01:07:48,12.9281561,77.587528,Praesentium minus veritatis quidem facere labore deserunt. Quam quia alias tempora laboriosam illum. Sed natus omnis.,Haliyal,Yelahanka
753,CR/1978/6760,CS/1985/4843,2026-07-02,11,8,2,1,2,66,5,2,2026-07-01 07:09:57,2026-07-01 09:09:57,2026-07-02 07:09:57,13.029946872769534,77.53531833528329,"Ipsa qui tenetur nisi non necessitatibus sed. Eius maiores molestiae.
Sit unde neque ut sed fugit. Sapiente nisi deserunt.",Kushtagi,Bantwal
754,CR/2011/8250,CS/1994/4751,2024-09-23,19,21,3,3,11,18,5,9,2024-09-22 06:00:39,2024-09-22 09:00:39,2024-09-23 14:00:39,13.3400805,77.1189001,Vero blanditiis optio quibusdam ipsa veniam. Unde est quos corporis repellat maxime corrupti. Enim nihil possimus quibusdam ut ducimus.,Haliyal,Nagamangala
755,CR/1990/9212,CS/1975/5815,2026-01-13,22,5,1,1,8,60,6,1,2026-01-12 23:46:49,2026-01-13 00:46:49,2026-01-13 14:46:49,12.8442881,77.6614134,"Itaque vero delectus dignissimos minus assumenda tenetur nisi. Neque tempora rem perspiciatis voluptas.
Animi et explicabo. Ex quae minus labore eos excepturi quae.",Kollegal,Soraba
756,CR/1998/1096,CS/1972/8681,2025-08-30,17,23,3,3,5,63,3,5,2025-08-28 12:38:30,2025-08-28 13:38:30,2025-08-30 04:38:30,16.20437710396884,77.34346922237964,"Aperiam illum maxime. Officiis fugit facere perferendis iusto corporis.
Corrupti omnis beatae quis.
In molestiae repellat libero. Minus saepe nobis enim eius debitis. Quos neque itaque recusandae.",Sindhanur,Sira
757,CR/1988/4304,CS/2020/6750,2024-11-23,8,21,1,1,8,69,4,10,2024-11-22 15:03:16,2024-11-22 18:03:16,2024-11-23 02:03:16,13.3329399,77.125803,Totam tenetur eos expedita quae. Tempora nihil dolorum velit asperiores excepturi explicabo. Ut ducimus consequatur quas dolor a mollitia.,Haliyal,Puttur
758,CR/2024/4011,CS/2018/7389,2023-08-23,45,24,3,3,11,16,6,7,2023-08-23 01:38:23,2023-08-23 06:38:23,2023-08-23 05:38:23,15.143272610453701,76.92356629941048,"Deleniti cum excepturi corrupti laboriosam laboriosam consectetur earum. Nihil expedita sunt hic optio. At incidunt perspiciatis eius assumenda.
Adipisci sapiente maxime eos inventore fugiat est.",Mudbidri,Bhadravati
759,CR/1974/3037,CS/2025/7498,2026-03-08,20,27,1,3,14,37,2,6,2026-03-07 07:29:02,2026-03-07 10:29:02,2026-03-08 10:29:02,12.5263197,76.8906243,Aspernatur numquam placeat delectus maiores vero possimus. Placeat similique omnis inventore voluptate excepturi.,Kumta,Hukkeri
760,CR/2000/7036,CS/2001/3922,2024-02-22,44,15,2,2,10,5,2,3,2024-02-21 20:31:03,2024-02-21 22:31:03,2024-02-22 03:31:03,15.8480465,74.5069948,Est praesentium voluptatibus adipisci hic. Aut iste doloremque. Vitae distinctio est.,Kudupu,Bantwal
761,CR/2010/4374,CS/2002/1047,2024-02-27,23,21,2,3,14,9,1,3,2024-02-26 15:27:05,2024-02-26 20:27:05,2024-02-27 12:27:05,13.3404587,77.1187923,Laborum facere doloribus molestias tempora nobis sed. Esse laudantium recusandae quibusdam voluptate atque dolorem. Quasi ducimus non repudiandae.,Somwarpet,Athani
762,CR/1988/9928,CS/2017/7608,2024-08-04,30,21,2,2,12,23,2,8,2024-08-03 21:19:39,2024-08-04 00:19:39,2024-08-04 12:19:39,13.3346165,77.1230361,"Ipsa exercitationem ipsa enim modi. Cupiditate neque inventore.
Voluptate quis sed saepe voluptatem neque omnis. Officiis possimus voluptate soluta labore occaecati rem. Nihil molestias provident.",Yelandur,Nagamangala
763,CR/1992/5547,CS/1971/5915,2024-05-18,29,24,2,3,5,34,2,6,2024-05-17 01:38:37,2024-05-17 02:38:37,2024-05-18 01:38:37,15.143182292979077,76.91714296619146,"Vero animi modi animi repellat. Ipsa laborum corporis.
Officiis eum ipsa eaque porro minus. Totam saepe sunt at. In consequatur aspernatur modi architecto molestias.",Sindhanur,Bengaluru North
764,CR/2012/3641,CS/1997/8100,2026-02-17,16,23,3,2,1,36,6,3,2026-02-16 21:19:33,2026-02-17 01:19:33,2026-02-17 23:19:33,16.209389471210855,77.3447223203145,Impedit doloribus assumenda facilis harum earum unde. Qui accusantium nesciunt. Corrupti impedit beatae ullam.,Kumta,Gubbi
765,CR/2013/6136,CS/2021/6740,2026-03-08,45,3,2,2,11,7,1,5,2026-03-06 13:51:28,2026-03-06 14:51:28,2026-03-08 06:51:28,12.9249464,77.6202576,Quis repudiandae nulla officiis culpa nobis. Eligendi placeat corporis veritatis soluta.,Mundgod,Kunigal
766,CR/1976/8441,CS/1983/5064,2023-12-28,42,13,3,1,5,16,6,1,2023-12-26 21:50:28,2023-12-27 01:50:28,2023-12-28 04:50:28,12.31533942567882,76.6553874557711,Temporibus doloremque esse ratione. Unde laudantium a cum minima veniam.,Hanur,Hunsur
767,CR/1995/7756,CS/1997/4290,2026-05-16,31,4,3,3,11,34,1,6,2026-05-15 07:25:45,2026-05-15 11:25:45,2026-05-16 22:25:45,12.966339152104274,77.74542779841659,Eveniet eos sapiente aspernatur accusamus libero. Rem accusantium ut sequi molestiae nihil.,Kumbalagodu,Mysuru
768,CR/2000/5802,CS/1978/9950,2023-12-22,6,1,1,3,9,14,4,7,2023-12-21 05:59:26,2023-12-21 10:59:26,2023-12-22 14:59:26,12.9716239,77.5915299,Minus eos repellendus rem dolores soluta excepturi voluptatibus. Quos earum deleniti. Eum quia minus aut pariatur ducimus officiis.,Kushtagi,Shikaripura
769,CR/2016/5908,CS/2023/8759,2024-08-01,12,13,1,1,6,64,1,8,2024-08-01 03:13:08,2024-08-01 05:13:08,2024-08-01 14:13:08,12.313516204021282,76.64994551369907,"Natus eum fugiat. Dolores qui eius iusto commodi nam.
Fuga temporibus atque distinctio tempora. Iure totam sunt modi nisi doloremque.
Officia dolore eligendi corporis animi.",Murudeshwar,Pavagada
770,CR/1980/3945,CS/2024/9816,2025-10-20,5,17,2,2,1,31,4,10,2025-10-19 03:18:43,2025-10-19 05:18:43,2025-10-20 03:18:43,15.4572357,75.0041984,Quod hic rem eum tempora consequuntur quae aspernatur. Natus sit perspiciatis necessitatibus impedit voluptatibus.,Honnavar,Tiptur
771,CR/2005/4567,CS/2017/9172,2025-09-08,40,11,2,1,14,32,3,10,2025-09-08 02:50:50,2025-09-08 03:50:50,2025-09-08 04:50:50,12.97692047525976,77.58771884343662,"Fuga eos animi odit tempora rerum. Eaque excepturi amet magni.
Neque officia earum rem dolor quis velit. Fugit praesentium nobis accusamus beatae suscipit blanditiis.",Yelandur,Bailhongal
772,CR/1991/8341,CS/2011/1168,2024-01-10,26,20,2,2,15,17,5,5,2024-01-10 13:30:02,2024-01-10 15:30:02,2024-01-10 15:30:02,13.343104592501284,74.74599089186432,"Atque ducimus alias aperiam. Neque rerum libero consequatur excepturi ducimus. Quibusdam veritatis quisquam perferendis sed.
Excepturi placeat repellat in. Quam repellendus illo doloremque.",Virajpet,Hosakote
773,CR/1996/1449,CS/1993/6782,2025-03-21,36,2,3,2,2,66,2,2,2025-03-20 03:53:05,2025-03-20 08:53:05,2025-03-21 19:53:05,12.9741768,77.6069258,"Quos hic beatae ab quam cupiditate quod.
Unde similique officia praesentium inventore error expedita explicabo. Perferendis facere saepe ea beatae minus.",Mudhol,Puttur
774,CR/1982/2276,CS/2025/1211,2023-09-03,6,22,1,1,8,70,6,5,2023-09-02 10:02:34,2023-09-02 13:02:34,2023-09-03 15:02:34,13.9243338,75.5706859,Saepe assumenda omnis aperiam inventore id beatae. Enim reprehenderit repudiandae beatae ad illum itaque adipisci. Facilis quam tempore debitis.,Kollegal,Pandavapura
775,CR/1985/4155,CS/2014/1951,2026-05-12,13,16,1,3,10,24,2,1,2026-05-12 11:15:59,2026-05-12 16:15:59,2026-05-12 19:15:59,15.36225185544843,75.12146152973267,Aliquam dignissimos fugiat provident soluta quod molestiae impedit. Odio neque sit odit incidunt assumenda.,Belur,Kunigal
776,CR/2017/1773,CS/2003/7960,2023-08-09,38,8,1,1,11,22,5,3,2023-08-07 22:26:27,2023-08-08 01:26:27,2023-08-09 14:26:27,13.023722943011222,77.53867953623181,"Vitae earum temporibus assumenda quibusdam laborum enim. Rem ea error aperiam rem aliquid.
Omnis quia libero accusamus illo officia praesentium minus.",Mudbidri,Bantwal
777,CR/1981/1074,CS/2005/1128,2026-01-26,32,17,1,2,1,24,6,4,2026-01-25 23:53:16,2026-01-26 03:53:16,2026-01-26 16:53:16,15.4638286,75.0070436,"Odio ducimus cum cumque. Dolorem debitis voluptatibus aliquid consequuntur.
Occaecati voluptatum velit error nulla. Natus similique facilis perspiciatis fugit nemo quod.",Lingasugur,Soraba
778,CR/1995/7236,CS/1984/2157,2026-04-27,43,21,3,2,6,5,2,10,2026-04-26 22:16:33,2026-04-27 02:16:33,2026-04-27 05:16:33,13.3381046,77.1015847,Voluptates accusantium blanditiis voluptas autem pariatur ipsa eveniet. Officia maiores illo.,Murudeshwar,Periyapatna
779,CR/2015/5806,CS/2015/4824,2025-05-08,37,11,3,1,15,71,2,3,2025-05-07 20:24:07,2025-05-08 00:24:07,2025-05-08 08:24:07,12.975349633472756,77.58745311037454,Eos iusto ad necessitatibus. Dolorum corrupti porro impedit asperiores eos. Doloribus sit culpa sunt molestiae blanditiis consectetur.,Honnavar,Tirthahalli
780,CR/1977/6920,CS/1972/6482,2024-05-10,42,14,2,2,12,58,4,5,2024-05-09 12:45:42,2024-05-09 17:45:42,2024-05-10 05:45:42,15.830407907796523,74.52170778452117,Magni animi aspernatur mollitia minus placeat. Temporibus rem eligendi nostrum. Maiores reprehenderit asperiores eos debitis velit. Perferendis at nisi maxime.,Kollegal,Mysuru
781,CR/1991/2958,CS/1988/8711,2024-12-08,4,22,2,2,4,13,3,3,2024-12-07 22:52:04,2024-12-08 02:52:04,2024-12-08 21:52:04,13.9344489,75.5631726,Laboriosam recusandae aliquid similique harum. Aliquid esse voluptates.,Afzalpur,Bailhongal
782,CR/1980/5420,CS/2001/2860,2026-03-23,29,26,2,1,14,2,3,10,2026-03-21 16:13:05,2026-03-21 20:13:05,2026-03-23 03:13:05,17.327575275790732,76.83586653039701,Deserunt maiores ipsam nemo sequi. Laborum magnam provident voluptatem sint. Nostrum optio excepturi voluptates. Cum necessitatibus voluptatem praesentium odit.,Srirangapatna,Shikaripura
783,CR/1987/2984,CS/1988/8109,2025-10-20,2,25,2,1,14,49,1,1,2025-10-18 23:53:03,2025-10-19 04:53:03,2025-10-20 15:53:03,17.9142401,77.5200547,"Dignissimos ea pariatur molestiae quaerat mollitia. Numquam aliquam aliquid earum sunt.
Blanditiis dicta repellat dolorem expedita sunt.
Adipisci cumque incidunt doloremque.",Kushtagi,Nelamangala
784,CR/2000/7395,CS/2002/2532,2025-10-28,14,6,2,1,12,48,4,6,2025-10-27 17:52:15,2025-10-27 19:52:15,2025-10-28 04:52:15,13.0325849,77.5944837,"Dolore minima occaecati ex autem. Sit quae minima minus itaque eligendi odit.
Veniam maiores ut veritatis molestias eius. Dolores magni soluta hic.",Kushtagi,Athani
785,CR/1990/5090,CS/2001/2055,2026-01-02,20,18,2,3,1,39,1,5,2026-01-02 11:26:41,2026-01-02 13:26:41,2026-01-02 15:26:41,12.8666097,74.8438794,"Rerum ratione accusantium occaecati ullam. Nesciunt optio qui blanditiis id facilis.
Ad ratione deleniti ut nisi. Optio eos maiores magnam voluptatum possimus. Fugiat in iusto natus.",Gangavathi,Bengaluru North
786,CR/2012/2191,CS/1993/5386,2025-12-24,30,18,1,3,10,23,3,2,2025-12-23 03:37:23,2025-12-23 08:37:23,2025-12-24 08:37:23,12.8700502,74.8403729,"Facere odio numquam. Sunt et in maxime beatae natus perferendis natus.
Voluptatem harum nam nihil cum necessitatibus. Cum corporis facilis aliquam ipsa.",Kushalnagar,Shikaripura
787,CR/1984/2590,CS/1997/9710,2025-03-25,19,15,3,2,13,66,2,1,2025-03-24 22:18:51,2025-03-25 00:18:51,2025-03-25 17:18:51,15.8543396,74.5026658,"Repudiandae omnis corporis delectus deserunt voluptatibus. Aperiam quas esse dolores accusamus quo quasi soluta.
Voluptas autem cupiditate facere. Delectus suscipit quibusdam minima repellendus.",Mudbidri,Sullia
788,CR/2017/5291,CS/2005/5638,2024-10-29,41,20,2,2,7,30,1,7,2024-10-27 20:10:30,2024-10-28 01:10:30,2024-10-29 01:10:30,13.338326591185858,74.73884341644933,"Odit quidem placeat unde cumque quaerat. Soluta dicta nemo harum illo maxime ducimus.
Architecto quaerat dolor deserunt quis consequatur accusamus. Iusto voluptatem rerum.",Sindhanur,Nelamangala
789,CR/1976/5367,CS/2025/4940,2024-06-15,21,22,2,1,14,70,5,6,2024-06-14 14:13:59,2024-06-14 17:13:59,2024-06-15 14:13:59,13.9324655,75.5717191,Dignissimos numquam nemo ducimus dolore sed quasi. Sint harum nobis praesentium rerum alias ab ipsa. Harum officiis consequuntur eum optio nisi.,Honnavar,Nagamangala
790,CR/1990/8469,CS/1994/1888,2023-08-11,41,11,1,2,8,9,2,2,2023-08-11 07:31:24,2023-08-11 09:31:24,2023-08-11 22:31:24,12.977292581776332,77.5915231969171,"Ut ipsa dolores fugiat ad. Consequuntur minus sed cupiditate eos nulla.
Similique sapiente delectus voluptatem ullam cupiditate fugiat. Consequuntur in ducimus deserunt soluta asperiores rem fugiat.",Bidadi,Hukkeri
791,CR/2001/8579,CS/1976/5000,2025-09-28,23,26,1,3,3,31,5,6,2025-09-27 14:06:35,2025-09-27 19:06:35,2025-09-28 06:06:35,17.327281927238513,76.83748420688441,"Culpa illum ipsum mollitia. Iusto officiis vitae delectus neque est quis molestiae.
Animi rerum eius. Maxime nam porro dolor facilis.",Kengeri,Sira
792,CR/1974/6504,CS/1980/9044,2026-03-16,5,16,3,3,7,15,6,2,2026-03-15 07:07:49,2026-03-15 08:07:49,2026-03-16 02:07:49,15.367110211762805,75.126229247931,Neque sit provident nemo asperiores id laborum consequuntur. Harum molestias occaecati doloribus dicta itaque. Eligendi ratione adipisci illum.,Ilkal,Sagara
793,CR/2006/7013,CS/2011/8257,2023-08-22,34,15,1,2,11,23,2,1,2023-08-20 19:20:00,2023-08-21 00:20:00,2023-08-22 08:20:00,15.8534284,74.5046956,Temporibus id illum repellendus. Excepturi aliquid a occaecati ut repellendus neque. Pariatur neque aperiam commodi et autem voluptatem.,Kushalnagar,Tiptur
794,CR/1976/3013,CS/1976/3331,2024-02-22,33,11,1,2,5,20,6,6,2024-02-21 00:25:54,2024-02-21 03:25:54,2024-02-22 16:25:54,12.980879842800226,77.59345571733633,Dignissimos quidem aut veritatis sapiente cupiditate aspernatur. Unde tempore officiis magnam minima non officiis. Vel veniam a rem esse odio.,Kushtagi,Raibag
795,CR/1986/4661,CS/1990/1412,2025-05-28,3,10,3,3,3,40,6,10,2025-05-27 05:51:15,2025-05-27 07:51:15,2025-05-28 15:51:15,12.9405792,77.5723644,Ad nobis ducimus quidem. Amet ipsam impedit ab. Suscipit quaerat ratione modi reprehenderit natus. Perspiciatis labore repudiandae repudiandae temporibus quo.,Kumta,Tumakuru
796,CR/2024/3665,CS/1985/5456,2024-03-18,46,11,2,2,14,58,2,7,2024-03-18 01:16:23,2024-03-18 05:16:23,2024-03-18 19:16:23,12.980538903313448,77.5925310317402,"Officia tenetur molestiae rem. Vitae culpa vitae laboriosam. Iure similique voluptate sunt.
Laborum tempora eaque similique deleniti quasi. Iusto sunt illum. Placeat quod qui.",Srirangapatna,Pandavapura
797,CR/2018/1938,CS/1976/4659,2023-08-19,20,18,3,1,14,29,4,4,2023-08-18 04:05:55,2023-08-18 08:05:55,2023-08-19 02:05:55,12.868322,74.8420807,Eveniet minus omnis autem tempora. Iusto magni ipsa praesentium debitis pariatur eos. Dolore eligendi ratione asperiores porro.,Murudeshwar,Bailhongal
798,CR/2015/5136,CS/1977/7650,2023-09-28,28,24,2,2,3,26,5,8,2023-09-26 13:47:58,2023-09-26 17:47:58,2023-09-28 12:47:58,15.14387945392388,76.92006933244461,"Assumenda earum dolorum. Est nam labore magni atque.
Voluptas dicta distinctio. Eius quisquam voluptates eius voluptatem. Iste unde possimus animi deserunt dolorum tempore.",Hungund,Puttur
799,CR/1972/3445,CS/1994/2150,2026-06-03,23,2,3,1,9,14,6,1,2026-06-01 20:56:04,2026-06-02 00:56:04,2026-06-03 18:56:04,12.9736718,77.6110231,Perferendis pariatur accusantium natus. Consequuntur ullam hic iusto error veritatis. Dicta deleniti inventore dicta est.,Kushtagi,Hosanagara
800,CR/1986/7838,CS/2002/5160,2026-02-25,31,21,3,1,6,41,4,9,2026-02-25 19:03:23,2026-02-25 22:03:23,2026-02-25 21:03:23,13.3353132,77.1140087,"Nisi praesentium in numquam quibusdam et. Provident autem temporibus molestiae excepturi.
Id veritatis amet animi reiciendis. Odio occaecati nesciunt rerum.",Mundgod,Gokak
801,CR/1991/5237,CS/1982/2872,2024-06-25,30,26,3,3,15,25,6,5,2024-06-24 11:59:32,2024-06-24 15:59:32,2024-06-25 02:59:32,17.328463371116193,76.83329888410555,Minus veniam exercitationem in nam vel veritatis. Dignissimos eveniet fuga vel.,Srirangapatna,Pandavapura
802,CR/2025/1996,CS/2003/2607,2024-05-25,15,25,3,2,3,27,6,3,2024-05-25 00:15:07,2024-05-25 01:15:07,2024-05-25 13:15:07,17.9098432,77.5199586,Voluptatibus accusantium id dolor iste ab fugiat. Voluptatibus a ratione blanditiis consequuntur explicabo.,Kushtagi,Maddur
803,CR/1984/4148,CS/1973/2605,2026-03-07,3,2,3,1,1,22,4,10,2026-03-05 15:57:23,2026-03-05 19:57:23,2026-03-07 00:57:23,12.9714373,77.6074869,"Rem facilis ratione. Quisquam unde non.
Porro perferendis iste perspiciatis.
Commodi nobis veritatis atque impedit consectetur quam consectetur. Maiores aliquid beatae reiciendis nulla aperiam.",Shahabad,Bhadravati
804,CR/2000/5060,CS/2019/3913,2026-02-04,25,12,1,3,9,10,6,10,2026-02-03 09:43:07,2026-02-03 11:43:07,2026-02-04 18:43:07,12.2802767,76.6498823,Occaecati minima iste debitis dignissimos aliquid. Autem quia nisi.,Srirangapatna,KR Nagar
805,CR/2015/8220,CS/1978/6535,2025-05-18,44,3,1,1,6,32,4,4,2025-05-17 13:03:53,2025-05-17 16:03:53,2025-05-18 22:03:53,12.9219112,77.6176389,Porro magni facilis deserunt optio pariatur. Quos veritatis accusantium. Dicta culpa ad quae tempore amet.,Kollegal,Gubbi
806,CR/2018/2163,CS/1976/1005,2025-12-09,29,12,2,1,10,62,3,6,2025-12-09 00:17:12,2025-12-09 05:17:12,2025-12-09 09:17:12,12.2845789,76.6516768,Libero dolore dolorem fugit. Quo ipsa perferendis odio repellendus tenetur dolores. Modi ad tenetur iusto enim tenetur.,Manvi,Tumakuru
